BSN,Portfoy,Tahsilat,Tarih
BSN0546379,BANK3P2,627.73,3/11/2013
BSN0557183,BANK3P2,207.00,9/26/2013
BSN0563816,BANK3P2,18.15,8/14/2013
BSN0564089,BANK3P2,560.00,6/11/2013
BSN0560988,BANK3P2,126.20,1/29/2013
BSN0535844,BANK3P2,1478.17,5/30/2013
BSN0549111,BANK3P2,350.00,8/7/2012
BSN0343258,BANK3P2,250.00,2/19/2013
BSN0536519,BANK3P2,197.79,7/2/2012
BSN0555739,BANK3P2,140.00,7/13/2012
BSN0282135,BANK3P2,140.00,8/23/2012
BSN0466021,BANK3P2,83.99,1/24/2014
BSN0410504,BANK3P2,482.27,12/28/2012
BSN0233492,BANK3P2,8.68,7/13/2012
BSN0565052,BANK3P2,29.12,3/1/2013
BSN0265230,BANK3P2,56.87,11/7/2013
BSN0546667,BANK3P2,15.00,8/15/2012
BSN0552462,BANK3P2,207.00,5/2/2013
BSN0558510,BANK3P2,80.00,3/25/2013
BSN0547107,BANK3P2,85.00,8/24/2012
BSN0464365,BANK3P2,2.11,6/6/2013
BSN0561479,BANK3P2,520.00,6/19/2012
BSN0556352,BANK3P2,507.71,2/7/2013
BSN0549945,BANK3P2,100.00,10/1/2013
BSN0555906,BANK3P2,384.00,12/18/2012
BSN0563977,BANK3P2,100.00,1/15/2013
BSN0560505,BANK3P2,175.00,12/19/2012
BSN0455712,BANK3P2,100.03,5/2/2013
BSN0554065,BANK3P2,500.00,3/26/2013
BSN0560325,BANK3P2,70.00,4/26/2013
BSN0543071,BANK3P2,105.51,5/3/2013
BSN0562282,BANK3P2,620.00,7/31/2012
BSN0549974,BANK3P2,2500.00,10/8/2013
BSN0552351,BANK3P2,62.38,1/7/2014
BSN0542395,BANK3P2,49.95,3/11/2013
BSN0561324,BANK3P2,334.00,6/3/2013
BSN0478448,BANK3P2,102.60,9/16/2013
BSN0255124,BANK3P2,400.00,7/30/2012
BSN0551432,BANK3P2,57.96,9/11/2013
BSN0502560,BANK3P2,247.64,7/9/2012
BSN0397996,BANK3P2,100.00,4/29/2013
BSN0498134,BANK3P2,32.93,9/24/2013
BSN0563579,BANK3P2,2000.00,1/7/2014
BSN0547956,BANK3P2,810.00,2/27/2014
BSN0550981,BANK3P2,215.00,9/21/2012
BSN0557792,BANK3P2,66.16,6/3/2013
BSN0548394,BANK3P2,107.29,7/2/2012
BSN0545609,BANK3P2,200.00,12/30/2013
BSN0557289,BANK3P2,170.00,8/24/2012
BSN0548154,BANK3P2,125.00,10/15/2012
BSN0553360,BANK3P2,100.00,8/21/2013
BSN0541385,BANK3P2,150.50,7/26/2012
BSN0562291,BANK3P2,400.00,10/21/2013
BSN0560606,BANK3P2,13.22,9/18/2013
BSN0541823,BANK3P2,255.00,2/4/2013
BSN0546612,BANK3P2,300.00,8/2/2012
BSN0545209,BANK3P2,53.72,9/14/2012
BSN0551602,BANK3P2,100.00,9/28/2012
BSN0542103,BANK3P2,2954.14,9/20/2013
BSN0557360,BANK3P2,471.00,11/1/2013
BSN0544514,BANK3P2,33.46,7/10/2013
BSN0550080,BANK3P2,42.00,11/21/2012
BSN0563144,BANK3P2,1095.00,10/16/2012
BSN0559191,BANK3P2,194.88,7/2/2012
BSN0554810,BANK3P2,95.00,8/23/2012
BSN0552748,BANK3P2,750.00,9/24/2012
BSN0485566,BANK3P2,221.00,10/15/2012
BSN0563754,BANK3P2,999.77,10/7/2013
BSN0557635,BANK3P2,142.00,9/17/2012
BSN0547101,BANK3P2,150.00,2/25/2013
BSN0334595,BANK3P2,88.93,8/2/2013
BSN0557492,BANK3P2,1300.00,7/16/2012
BSN0557059,BANK3P2,117.00,7/15/2013
BSN0550525,BANK3P2,1340.00,8/19/2013
BSN0475883,BANK3P2,26.61,9/20/2013
BSN0482378,BANK3P2,78.30,2/28/2013
BSN0541463,BANK3P2,200.00,7/3/2013
BSN0541463,BANK3P2,600.00,6/10/2013
BSN0564083,BANK3P2,1260.00,6/7/2012
BSN0100954,BANK3P2,55.00,5/25/2012
BSN0549555,BANK3P2,155.00,9/30/2013
BSN0548317,BANK3P2,125.00,3/26/2013
BSN0541261,BANK3P2,460.92,7/23/2013
BSN0562214,BANK3P2,100.00,7/20/2012
BSN0563707,BANK3P2,100.00,6/7/2012
BSN0560174,BANK3P2,115.00,4/5/2013
BSN0546556,BANK3P2,125.00,11/11/2013
BSN0554179,BANK3P2,283.72,2/8/2013
BSN0553448,BANK3P2,942.00,9/27/2012
BSN0511239,BANK3P2,100.00,7/9/2013
BSN0555639,BANK3P2,180.00,1/21/2013
BSN0549783,BANK3P2,55.00,7/12/2013
BSN0563525,BANK3P2,46.26,7/2/2012
BSN0548100,BANK3P2,46.00,7/19/2012
BSN0114543,BANK3P2,211.40,11/29/2012
BSN0541920,BANK3P2,350.00,2/25/2013
BSN0553318,BANK3P2,163.00,6/19/2012
BSN0546637,BANK3P2,6.72,6/26/2013
BSN0552319,BANK3P2,75.00,6/7/2013
BSN0342346,BANK3P2,44.17,12/17/2012
BSN0560028,BANK3P2,5.38,6/7/2012
BSN0564351,BANK3P2,2650.00,11/6/2013
BSN0516447,BANK3P2,23.47,6/7/2012
BSN0546527,BANK3P2,46.10,6/7/2012
BSN0561211,BANK3P2,130.00,7/30/2012
BSN0541056,BANK3P2,258.00,12/25/2012
BSN0558163,BANK3P2,215.00,6/25/2013
BSN0298834,BANK3P2,4.70,5/9/2013
BSN0541793,BANK3P2,325.00,5/30/2012
BSN0190663,BANK3P2,6.93,5/15/2013
BSN0545349,BANK3P2,88.39,6/24/2013
BSN0099553,BANK3P2,24.42,9/20/2012
BSN0562161,BANK3P2,58.18,11/27/2013
BSN0414193,BANK3P2,1980.32,9/13/2013
BSN0545303,BANK3P2,250.00,7/25/2013
BSN0541881,BANK3P2,107.33,10/31/2013
BSN0551102,BANK3P2,25.77,9/18/2013
BSN0561467,BANK3P2,350.00,3/29/2013
BSN0544207,BANK3P2,100.00,12/25/2012
BSN0554695,BANK3P2,600.00,3/14/2013
BSN0551304,BANK3P2,72.67,6/7/2012
BSN0544125,BANK3P2,125.00,1/25/2013
BSN0554332,BANK3P2,720.61,6/26/2012
BSN0549869,BANK3P2,15.31,6/7/2012
BSN0547316,BANK3P2,220.00,10/15/2012
BSN0552284,BANK3P2,327.00,9/24/2012
BSN0507741,BANK3P2,438.55,5/6/2013
BSN0563896,BANK3P2,495.00,8/15/2013
BSN0547820,BANK3P2,34.35,9/23/2013
BSN0521679,BANK3P2,68.53,6/17/2013
BSN0557681,BANK3P2,664.44,6/27/2012
BSN0565156,BANK3P2,750.00,7/20/2012
BSN0307957,BANK3P2,9.22,3/5/2013
BSN0544325,BANK3P2,203.00,9/11/2013
BSN0462258,BANK3P2,22.52,4/24/2013
BSN0558171,BANK3P2,1577.00,9/24/2012
BSN0301575,BANK3P2,1358.15,2/10/2014
BSN0548619,BANK3P2,127.10,3/22/2013
BSN0557166,BANK3P2,100.00,9/10/2013
BSN0546047,BANK3P2,1174.00,6/7/2012
BSN0541233,BANK3P2,50.93,5/31/2013
BSN0549770,BANK3P2,150.00,4/29/2013
BSN0562185,BANK3P2,700.00,5/8/2013
BSN0160000,BANK3P2,8.26,6/7/2012
BSN0564043,BANK3P2,55.00,12/23/2013
BSN0005926,BANK3P2,27.37,5/20/2013
BSN0498134,BANK3P2,194.93,4/25/2013
BSN0553253,BANK3P2,900.00,5/22/2013
BSN0378519,BANK3P2,516.73,7/12/2013
BSN0560419,BANK3P2,100.00,1/3/2013
BSN0550814,BANK3P2,241.00,12/26/2012
BSN0207737,BANK3P2,50.00,10/19/2012
BSN0558628,BANK3P2,1336.18,12/25/2012
BSN0545193,BANK3P2,115.00,10/25/2013
BSN0544949,BANK3P2,601.25,8/20/2013
BSN0549535,BANK3P2,250.00,1/10/2014
BSN0549226,BANK3P2,135.00,1/28/2013
BSN0558890,BANK3P2,310.00,6/26/2012
BSN0548282,BANK3P2,85.09,7/1/2013
BSN0561713,BANK3P2,197.46,8/23/2013
BSN0542445,BANK3P2,200.00,1/30/2013
BSN0555783,BANK3P2,16.22,4/22/2013
BSN0546366,BANK3P2,143.43,11/29/2013
BSN0549072,BANK3P2,141.10,10/12/2012
BSN0549123,BANK3P2,208.43,5/2/2013
BSN0557250,BANK3P2,100.00,10/14/2013
BSN0551499,BANK3P2,200.00,7/17/2013
BSN0554727,BANK3P2,50.00,11/26/2012
BSN0545852,BANK3P2,180.75,7/12/2013
BSN0554727,BANK3P2,50.00,6/26/2013
BSN0541656,BANK3P2,757.48,4/24/2013
BSN0455929,BANK3P2,406.99,7/5/2013
BSN0116368,BANK3P2,2696.09,6/10/2013
BSN0552110,BANK3P2,1.42,2/20/2014
BSN0562519,BANK3P2,617.00,6/26/2012
BSN0564802,BANK3P2,500.00,12/26/2012
BSN0549133,BANK3P2,52.11,11/28/2013
BSN0470131,BANK3P2,331.29,7/2/2012
BSN0543606,BANK3P2,9.77,5/31/2013
BSN0248223,BANK3P2,14.34,11/8/2013
BSN0471936,BANK3P2,11.49,3/25/2013
BSN0548619,BANK3P2,137.29,11/26/2013
BSN0558018,BANK3P2,600.00,8/16/2013
BSN0545750,BANK3P2,4000.00,8/23/2013
BSN0546175,BANK3P2,1575.09,10/25/2013
BSN0460698,BANK3P2,16.40,8/15/2013
BSN0541483,BANK3P2,100.00,7/19/2013
BSN0542229,BANK3P2,800.00,11/9/2012
BSN0548001,BANK3P2,71.40,11/5/2013
BSN0542603,BANK3P2,250.00,12/24/2012
BSN0561694,BANK3P2,50.00,6/26/2012
BSN0479002,BANK3P2,42.86,3/19/2013
BSN0548913,BANK3P2,790.89,12/19/2012
BSN0550144,BANK3P2,241.30,6/7/2012
BSN0542163,BANK3P2,70.00,5/13/2013
BSN0562038,BANK3P2,60.00,7/26/2013
BSN0461502,BANK3P2,473.30,9/14/2012
BSN0545107,BANK3P2,100.00,1/25/2013
BSN0554540,BANK3P2,6.11,11/29/2013
BSN0541277,BANK3P2,100.00,9/10/2012
BSN0424487,BANK3P2,73.64,1/10/2013
BSN0563915,BANK3P2,150.00,2/24/2014
BSN0558366,BANK3P2,52.48,4/22/2013
BSN0550820,BANK3P2,45.20,8/26/2013
BSN0330278,BANK3P2,200.00,5/23/2012
BSN0557165,BANK3P2,128.47,6/7/2012
BSN0551945,BANK3P2,100.00,7/25/2013
BSN0550070,BANK3P2,27.00,5/28/2013
BSN0558659,BANK3P2,90.61,10/24/2013
BSN0548883,BANK3P2,250.00,6/19/2013
BSN0559590,BANK3P2,161.80,3/18/2013
BSN0557990,BANK3P2,100.00,9/26/2012
BSN0563083,BANK3P2,100.00,11/20/2013
BSN0564146,BANK3P2,250.00,11/28/2012
BSN0374814,BANK3P2,150.00,9/3/2013
BSN0544656,BANK3P2,88.40,1/15/2013
BSN0308435,BANK3P2,38.09,4/15/2013
BSN0560583,BANK3P2,1.84,2/22/2013
BSN0558132,BANK3P2,60.50,9/13/2012
BSN0537160,BANK3P2,13.86,1/21/2014
BSN0545359,BANK3P2,21.00,12/4/2012
BSN0553686,BANK3P2,100.00,5/2/2013
BSN0543872,BANK3P2,168.00,4/24/2013
BSN0303733,BANK3P2,1.68,2/8/2013
BSN0061966,BANK3P2,77.38,12/31/2012
BSN0561200,BANK3P2,100.00,9/28/2012
BSN0542863,BANK3P2,250.00,9/6/2013
BSN0462873,BANK3P2,200.00,12/6/2012
BSN0338365,BANK3P2,588.13,7/31/2012
BSN0546079,BANK3P2,500.00,8/22/2012
BSN0546564,BANK3P2,250.00,11/8/2012
BSN0553521,BANK3P2,7.50,8/20/2013
BSN0423023,BANK3P2,55.59,11/25/2013
BSN0549253,BANK3P2,150.00,10/24/2012
BSN0549706,BANK3P2,100.00,12/18/2012
BSN0555253,BANK3P2,60.00,2/11/2014
BSN0274910,BANK3P2,250.00,1/14/2013
BSN0548425,BANK3P2,50.00,5/28/2013
BSN0470409,BANK3P2,100.00,4/15/2013
BSN0551401,BANK3P2,20.29,7/25/2013
BSN0563315,BANK3P2,150.00,6/14/2013
BSN0542012,BANK3P2,300.00,9/11/2013
BSN0248223,BANK3P2,14.34,1/10/2014
BSN0543971,BANK3P2,21.73,9/16/2013
BSN0559361,BANK3P2,200.00,10/15/2012
BSN0558154,BANK3P2,300.00,3/4/2013
BSN0552307,BANK3P2,680.00,9/25/2012
BSN0563302,BANK3P2,250.00,5/30/2013
BSN0502354,BANK3P2,174.61,6/24/2013
BSN0542088,BANK3P2,245.00,6/7/2012
BSN0560408,BANK3P2,100.00,7/15/2013
BSN0548984,BANK3P2,6.91,2/19/2014
BSN0545913,BANK3P2,155.55,8/28/2013
BSN0546847,BANK3P2,100.00,2/18/2013
BSN0548905,BANK3P2,90.00,12/27/2012
BSN0313701,BANK3P2,21.36,11/5/2013
BSN0562487,BANK3P2,33.05,1/16/2014
BSN0535610,BANK3P2,63.71,1/4/2013
BSN0265396,BANK3P2,233.82,9/28/2012
BSN0559431,BANK3P2,860.29,3/18/2013
BSN0552060,BANK3P2,142.00,3/29/2013
BSN0548291,BANK3P2,548.33,6/7/2012
BSN0544438,BANK3P2,30.45,4/11/2013
BSN0040361,BANK3P2,326.41,8/9/2012
BSN0559918,BANK3P2,165.00,7/25/2012
BSN0545020,BANK3P2,61.91,4/18/2013
BSN0546835,BANK3P2,545.00,6/7/2012
BSN0329483,BANK3P2,1200.00,4/17/2013
BSN0550174,BANK3P2,186.90,8/28/2013
BSN0258122,BANK3P2,28.67,3/27/2013
BSN0485875,BANK3P2,84.74,6/5/2013
BSN0547815,BANK3P2,100.00,1/29/2013
BSN0554540,BANK3P2,19.59,7/26/2013
BSN0504082,BANK3P2,37.14,9/17/2013
BSN0549355,BANK3P2,100.00,4/22/2013
BSN0541648,BANK3P2,250.00,10/28/2013
BSN0540760,BANK3P2,333.70,7/2/2012
BSN0548666,BANK3P2,101.07,6/10/2013
BSN0563219,BANK3P2,179.67,7/2/2012
BSN0260493,BANK3P2,8.31,3/29/2013
BSN0050365,BANK3P2,56.49,7/20/2012
BSN0545184,BANK3P2,680.00,6/17/2013
BSN0546385,BANK3P2,242.17,7/2/2012
BSN0307214,BANK3P2,167.00,1/7/2014
BSN0559663,BANK3P2,500.00,7/30/2013
BSN0548664,BANK3P2,10.77,2/20/2014
BSN0552166,BANK3P2,1090.55,6/14/2013
BSN0272906,BANK3P2,37.30,12/26/2012
BSN0556038,BANK3P2,190.00,2/11/2013
BSN0550933,BANK3P2,208.00,3/20/2013
BSN0549305,BANK3P2,150.00,8/27/2012
BSN0565052,BANK3P2,17.46,4/2/2013
BSN0557781,BANK3P2,134.05,6/6/2013
BSN0558845,BANK3P2,373.80,2/7/2014
BSN0557693,BANK3P2,291.49,6/7/2012
BSN0542882,BANK3P2,91.00,1/28/2013
BSN0558589,BANK3P2,148.28,1/23/2013
BSN0559681,BANK3P2,212.00,9/17/2012
BSN0555364,BANK3P2,200.00,12/14/2012
BSN0541997,BANK3P2,1000.00,8/6/2012
BSN0543488,BANK3P2,28.46,5/17/2013
BSN0329131,BANK3P2,50.00,11/29/2013
BSN0556928,BANK3P2,493.00,6/25/2012
BSN0449516,BANK3P2,14.29,8/22/2012
BSN0544362,BANK3P2,49.62,8/29/2013
BSN0538817,BANK3P2,541.91,4/30/2013
BSN0556386,BANK3P2,100.00,2/25/2014
BSN0467877,BANK3P2,645.00,6/7/2012
BSN0563661,BANK3P2,100.00,4/15/2013
BSN0554629,BANK3P2,94.00,8/15/2012
BSN0480193,BANK3P2,41.53,12/4/2012
BSN0544919,BANK3P2,174.55,7/15/2013
BSN0547246,BANK3P2,100.00,2/20/2014
BSN0556750,BANK3P2,15.00,10/5/2012
BSN0547689,BANK3P2,225.00,1/24/2013
BSN0551747,BANK3P2,86.48,6/25/2013
BSN0564812,BANK3P2,200.00,1/25/2013
BSN0544514,BANK3P2,33.46,12/3/2013
BSN0560961,BANK3P2,150.00,12/31/2012
BSN0547011,BANK3P2,100.00,3/27/2013
BSN0485280,BANK3P2,69.23,2/1/2013
BSN0490573,BANK3P2,200.00,6/7/2012
BSN0543782,BANK3P2,179.71,3/29/2013
BSN0488229,BANK3P2,17.83,6/14/2013
BSN0550581,BANK3P2,100.00,11/6/2013
BSN0540732,BANK3P2,690.34,7/2/2012
BSN0272580,BANK3P2,67.84,7/19/2013
BSN0543662,BANK3P2,19.03,8/19/2013
BSN0543439,BANK3P2,52.22,9/21/2012
BSN0556917,BANK3P2,54.33,11/13/2012
BSN0542973,BANK3P2,260.00,6/7/2012
BSN0403455,BANK3P2,44.56,10/2/2013
BSN0051251,BANK3P2,609.61,2/20/2014
BSN0563254,BANK3P2,300.00,12/21/2012
BSN0548263,BANK3P2,34.74,9/18/2012
BSN0541233,BANK3P2,50.93,4/25/2013
BSN0556428,BANK3P2,150.00,12/26/2012
BSN0548476,BANK3P2,55.00,11/20/2012
BSN0547856,BANK3P2,50.00,5/27/2013
BSN0563616,BANK3P2,130.00,4/29/2013
BSN0551836,BANK3P2,80.00,10/9/2013
BSN0468769,BANK3P2,100.83,11/1/2013
BSN0546424,BANK3P2,73.59,2/25/2014
BSN0555619,BANK3P2,100.00,9/21/2012
BSN0557990,BANK3P2,100.00,2/26/2013
BSN0548569,BANK3P2,40.41,9/3/2012
BSN0561722,BANK3P2,100.00,12/24/2012
BSN0558062,BANK3P2,1380.00,5/29/2012
BSN0516258,BANK3P2,750.00,6/8/2012
BSN0563599,BANK3P2,522.90,1/29/2013
BSN0474367,BANK3P2,4083.56,11/20/2013
BSN0488169,BANK3P2,694.70,10/18/2012
BSN0255124,BANK3P2,200.00,5/30/2012
BSN0313404,BANK3P2,450.00,6/28/2012
BSN0545629,BANK3P2,200.97,10/14/2013
BSN0527411,BANK3P2,71.50,2/7/2014
BSN0560364,BANK3P2,15.66,5/20/2013
BSN0541037,BANK3P2,150.00,2/12/2014
BSN0548154,BANK3P2,125.00,3/14/2013
BSN0549945,BANK3P2,94.10,1/7/2013
BSN0544364,BANK3P2,129.02,11/6/2013
BSN0548475,BANK3P2,295.00,2/27/2013
BSN0546136,BANK3P2,78.87,7/2/2012
BSN0553946,BANK3P2,323.00,9/17/2012
BSN0541260,BANK3P2,125.00,2/6/2013
BSN0542882,BANK3P2,91.00,7/30/2013
BSN0547820,BANK3P2,8.73,11/22/2013
BSN0546617,BANK3P2,135.00,12/20/2012
BSN0550080,BANK3P2,42.00,12/17/2012
BSN0543900,BANK3P2,128.00,11/23/2012
BSN0564557,BANK3P2,439.01,4/12/2013
BSN0541551,BANK3P2,625.00,6/7/2012
BSN0559079,BANK3P2,512.50,1/2/2013
BSN0547380,BANK3P2,67.92,5/7/2013
BSN0558963,BANK3P2,97.50,1/22/2013
BSN0547597,BANK3P2,6.00,9/14/2012
BSN0552301,BANK3P2,300.00,12/26/2013
BSN0556678,BANK3P2,100.00,7/24/2013
BSN0547080,BANK3P2,17.67,9/13/2013
BSN0478448,BANK3P2,1615.71,9/19/2013
BSN0547825,BANK3P2,810.00,4/3/2013
BSN0398083,BANK3P2,5.90,10/7/2013
BSN0541366,BANK3P2,292.00,5/22/2012
BSN0543158,BANK3P2,43.02,7/2/2012
BSN0560149,BANK3P2,465.00,10/18/2012
BSN0552625,BANK3P2,100.00,7/27/2012
BSN0548408,BANK3P2,200.00,6/7/2012
BSN0544941,BANK3P2,500.00,2/27/2013
BSN0548647,BANK3P2,50.00,6/20/2012
BSN0552500,BANK3P2,560.00,10/23/2012
BSN0552012,BANK3P2,119.00,12/5/2013
BSN0563890,BANK3P2,64.47,2/7/2013
BSN0410358,BANK3P2,6.77,7/23/2013
BSN0423824,BANK3P2,134.28,12/24/2012
BSN0403483,BANK3P2,54.65,3/21/2013
BSN0548664,BANK3P2,60.88,7/10/2013
BSN0548316,BANK3P2,100.00,10/14/2013
BSN0549854,BANK3P2,26.29,8/26/2013
BSN0560628,BANK3P2,510.00,2/19/2013
BSN0549547,BANK3P2,155.00,9/16/2013
BSN0560167,BANK3P2,187.65,7/31/2012
BSN0289819,BANK3P2,26.25,9/28/2012
BSN0488229,BANK3P2,53.50,5/31/2013
BSN0545349,BANK3P2,88.39,10/25/2013
BSN0261801,BANK3P2,21.65,12/17/2012
BSN0543786,BANK3P2,200.00,4/25/2013
BSN0476008,BANK3P2,20.82,2/14/2013
BSN0552752,BANK3P2,253.09,12/10/2013
BSN0553182,BANK3P2,50.00,7/2/2013
BSN0484109,BANK3P2,40.30,12/6/2013
BSN0563446,BANK3P2,208.00,7/1/2013
BSN0558659,BANK3P2,81.55,6/20/2013
BSN0541469,BANK3P2,400.00,11/1/2012
BSN0548619,BANK3P2,127.10,1/18/2013
BSN0547447,BANK3P2,7.90,7/8/2013
BSN0556694,BANK3P2,40.00,7/12/2012
BSN0563957,BANK3P2,250.00,11/12/2013
BSN0563336,BANK3P2,150.00,1/27/2014
BSN0551600,BANK3P2,209.77,1/15/2014
BSN0474666,BANK3P2,2802.12,6/26/2012
BSN0410400,BANK3P2,375.05,12/31/2012
BSN0553883,BANK3P2,50.00,1/31/2013
BSN0321263,BANK3P2,10.90,2/21/2014
BSN0549805,BANK3P2,200.00,9/6/2012
BSN0543259,BANK3P2,211.25,11/15/2013
BSN0554646,BANK3P2,250.00,7/8/2013
BSN0555706,BANK3P2,200.00,10/22/2013
BSN0067210,BANK3P2,250.00,10/30/2013
BSN0561733,BANK3P2,397.59,6/7/2012
BSN0558269,BANK3P2,485.00,8/7/2012
BSN0497458,BANK3P2,600.00,6/7/2012
BSN0491539,BANK3P2,81.28,1/29/2013
BSN0560089,BANK3P2,43.93,10/23/2013
BSN0561798,BANK3P2,922.40,9/6/2013
BSN0544492,BANK3P2,1287.64,1/29/2013
BSN0406271,BANK3P2,123.64,2/8/2013
BSN0542105,BANK3P2,1750.00,8/24/2012
BSN0280631,BANK3P2,93.12,6/26/2013
BSN0518454,BANK3P2,110.91,10/2/2013
BSN0545881,BANK3P2,175.00,8/15/2012
BSN0546103,BANK3P2,312.00,11/27/2012
BSN0559363,BANK3P2,220.00,7/19/2013
BSN0547435,BANK3P2,225.23,10/2/2013
BSN0541232,BANK3P2,10.35,6/8/2012
BSN0475043,BANK3P2,102.34,6/29/2012
BSN0560566,BANK3P2,200.00,9/18/2013
BSN0390408,BANK3P2,7.74,1/27/2014
BSN0550256,BANK3P2,587.80,1/25/2013
BSN0564909,BANK3P2,142.00,6/3/2013
BSN0560171,BANK3P2,150.00,1/20/2014
BSN0547955,BANK3P2,118.00,11/5/2012
BSN0550150,BANK3P2,62.71,1/6/2014
BSN0553423,BANK3P2,1752.10,9/25/2012
BSN0545105,BANK3P2,50.00,7/24/2012
BSN0542006,BANK3P2,42.30,2/1/2013
BSN0542494,BANK3P2,54.97,2/5/2014
BSN0561175,BANK3P2,130.00,3/15/2013
BSN0560583,BANK3P2,13.77,3/20/2013
BSN0549742,BANK3P2,10.00,1/29/2013
BSN0561200,BANK3P2,95.00,4/29/2013
BSN0541545,BANK3P2,1631.88,12/17/2013
BSN0371896,BANK3P2,152.49,5/10/2013
BSN0553351,BANK3P2,146.00,6/7/2012
BSN0545119,BANK3P2,100.00,7/9/2012
BSN0476395,BANK3P2,60.26,3/7/2013
BSN0552389,BANK3P2,200.00,3/1/2013
BSN0557377,BANK3P2,112.00,12/25/2012
BSN0546759,BANK3P2,214.16,4/4/2013
BSN0271786,BANK3P2,22.51,6/18/2012
BSN0549757,BANK3P2,250.00,4/22/2013
BSN0308435,BANK3P2,38.09,1/30/2014
BSN0379520,BANK3P2,17.43,7/26/2012
BSN0493937,BANK3P2,354.99,4/16/2013
BSN0543037,BANK3P2,900.00,10/28/2013
BSN0551810,BANK3P2,852.00,8/22/2012
BSN0557635,BANK3P2,142.00,11/15/2012
BSN0195951,BANK3P2,123.00,11/26/2012
BSN0557646,BANK3P2,100.00,7/16/2012
BSN0522663,BANK3P2,47.66,1/27/2014
BSN0548349,BANK3P2,220.00,6/17/2013
BSN0542951,BANK3P2,4.28,5/27/2013
BSN0544715,BANK3P2,3385.00,6/22/2012
BSN0472864,BANK3P2,850.00,6/7/2012
BSN0551602,BANK3P2,100.00,7/4/2013
BSN0554131,BANK3P2,63.33,6/26/2012
BSN0334156,BANK3P2,35.54,11/8/2012
BSN0542584,BANK3P2,376.60,12/21/2012
BSN0143631,BANK3P2,5.21,5/27/2013
BSN0454270,BANK3P2,174.80,4/1/2013
BSN0495992,BANK3P2,1100.00,5/21/2012
BSN0563606,BANK3P2,120.00,10/18/2012
BSN0552231,BANK3P2,125.00,11/26/2012
BSN0480817,BANK3P2,4.62,9/23/2013
BSN0564828,BANK3P2,182.30,2/25/2014
BSN0551098,BANK3P2,47.49,11/27/2013
BSN0547284,BANK3P2,239.00,10/16/2012
BSN0547080,BANK3P2,75.00,5/30/2013
BSN0561004,BANK3P2,195.00,6/7/2012
BSN0553467,BANK3P2,250.00,2/21/2013
BSN0550090,BANK3P2,201.00,8/1/2013
BSN0546641,BANK3P2,557.00,12/10/2012
BSN0467533,BANK3P2,39.22,10/14/2013
BSN0541624,BANK3P2,160.00,6/6/2012
BSN0541028,BANK3P2,155.00,7/26/2013
BSN0047199,BANK3P2,335.00,4/15/2013
BSN0503425,BANK3P2,67.59,12/28/2012
BSN0379520,BANK3P2,374.40,2/15/2013
BSN0399959,BANK3P2,8.67,8/23/2013
BSN0544844,BANK3P2,1500.00,6/25/2012
BSN0555138,BANK3P2,171.10,1/8/2014
BSN0553355,BANK3P2,35.00,10/23/2013
BSN0476078,BANK3P2,2.27,6/22/2012
BSN0542306,BANK3P2,50.00,1/7/2013
BSN0559801,BANK3P2,50.00,12/30/2013
BSN0406565,BANK3P2,29.02,6/7/2012
BSN0552950,BANK3P2,157.00,9/12/2012
BSN0547973,BANK3P2,700.00,7/27/2012
BSN0542057,BANK3P2,500.00,12/10/2012
BSN0478179,BANK3P2,12.05,2/15/2013
BSN0558923,BANK3P2,200.00,6/7/2012
BSN0563556,BANK3P2,100.00,10/19/2012
BSN0562560,BANK3P2,300.00,11/6/2012
BSN0553755,BANK3P2,345.00,9/25/2012
BSN0545151,BANK3P2,23.87,4/15/2013
BSN0563336,BANK3P2,100.00,11/11/2013
BSN0558764,BANK3P2,250.00,2/26/2013
BSN0544651,BANK3P2,100.00,9/30/2013
BSN0452841,BANK3P2,50.14,11/19/2013
BSN0560292,BANK3P2,26.49,1/18/2013
BSN0545857,BANK3P2,95.03,3/18/2013
BSN0496433,BANK3P2,246.19,9/25/2012
BSN0555129,BANK3P2,17.18,2/25/2014
BSN0555712,BANK3P2,356.79,2/3/2014
BSN0476395,BANK3P2,10.59,8/20/2013
BSN0550272,BANK3P2,233.70,12/26/2013
BSN0261801,BANK3P2,27.06,10/19/2012
BSN0551009,BANK3P2,1600.00,8/22/2012
BSN0547407,BANK3P2,115.00,1/21/2013
BSN0543833,BANK3P2,150.00,5/29/2013
BSN0474716,BANK3P2,147.62,7/26/2012
BSN0550445,BANK3P2,550.00,6/20/2012
BSN0542753,BANK3P2,99.00,8/20/2013
BSN0547325,BANK3P2,70.00,7/18/2012
BSN0548317,BANK3P2,125.00,11/26/2012
BSN0496135,BANK3P2,669.81,7/30/2012
BSN0331522,BANK3P2,230.00,6/7/2012
BSN0552770,BANK3P2,27.68,12/24/2012
BSN0487126,BANK3P2,33.96,8/12/2013
BSN0388337,BANK3P2,63.14,5/20/2013
BSN0559000,BANK3P2,50.00,9/6/2012
BSN0562230,BANK3P2,50.00,2/27/2013
BSN0510001,BANK3P2,66.41,7/2/2013
BSN0562586,BANK3P2,1800.00,12/31/2012
BSN0558359,BANK3P2,200.00,2/4/2013
BSN0555221,BANK3P2,342.00,10/24/2012
BSN0559385,BANK3P2,110.00,11/28/2012
BSN0562697,BANK3P2,95.00,1/9/2013
